key_bom	key_wiki	key_omdb	bom_title	wiki_title	omdb_title	year_bom_format	year_wiki_format	year_omdb_format	wiki_budget	wiki_gross	bom_budget	bom_domestic_gross	bom_worldwide_revenue
b3468	w9807			def jam's how to be a player		1997	1997		[$12 million]	[$14 million]			
b9622	w29323			phantasm 		1979	1979		"""[$300,000]"""	[$12 million]			
b4082	w11639			empire of the sun 		1987	1987		[$35 million]	[$66.7 million]			
b6459	w19644	o21731		it came from hollywood	it came from hollywood	1982	1982	1982	[$5 million]	[$2.6 million]			
b6588	w19986	o7510		jennifer 8	jennifer 8	1992	1992	1992	[$20 million]	"""[$11,390,479]"""			
b2233	w5511	o3049		bronco billy	bronco billy	1980	1980	1980	[$6.5 million]	"""[$24,265,583 (domestic)]"""			
b11176	w34571			six degrees of separation 		1993	1993		[$15 million]	[$6.4 million]			
b5377	w16061	o18709		guy and madeline on a park bench	guy and madeline on a park bench	2010	2009	2009	"""[$60,000]"""	"""[$35,556]"""			
b8685	w26385	o12543		my little chickadee	my little chickadee	1940	1940	1940	"""[$625,000]"""	[$2 million]			
b1722	w3703	o20629		beyond rangoon	beyond rangoon	1995	1995	1995	[$23 million]	"""[$5,750,110]"""			
b2990	w7946	o21337		compromising positions	compromising positions	1985	1985	1985	[$9 million]	"""[$12,531,831]"""			
b6649	w20141	o5130		joe's apartment	joe's apartment	1996	1996	1996	[$13 million]	"""[$4,619,014]"""			
b3278	w9108	o20647		dangerous minds	dangerous minds	1995	1995	1995	[$23 million]	"""[$179,519,401]"""			
b351	w17704			a hologram for the king 		2016	2016		[$35 million]	[$7.8 million]			
b12942	w11356			the east 		2013	2013		[$6.5 million]	[$2.4 million]			
b15094	w42352			the wizard 		1989	1989		[$6 million]	[$14.3 million]			
b16384	w41596	o6655		where the boys are	where the boys are	1960	1960	1960	[$2 million]	[$3.5 million (US rentals)]			
b14776	w39600	o20576		the tv set	the tv set	2007	2006	2006	[$2 million]	"""[$265,198]"""			
b9057	w27583	o5431		now you see me 2	now you see me 2	2016	2016	2016	[$90 million]	[$334.9 million]			
b7527	w22603	o19093		loaded weapon 1	loaded weapon 1	1993	1993	1993	[$8.2 million]	[$28 million]			
b2216	w5434	o3155		broadway danny rose	broadway danny rose	1984	1984	1984	[$8 million]	"""[$10,600,497]"""			
b1645	w3468	o16200		bend it like beckham	bend it like beckham	2003	2002	2002	[]	[$76.6 million]			
b3118	w8491	o14990		crazy people	crazy people	1990	1990	1990	[$18 million]	"""[$13,236,513]"""			
b14728	w36354	o2191		the straight story	the straight story	1999	1999	1999	[$10 million]	"""[$6,203,044]"""			
b6849	w20625	o1128		kevin hart: let me explain	kevin hart: let me explain	2013	2013	2013	[$2.5 million]	[$32.3 million]			
b16266	w41227	o19162		weekend at bernie's ii	weekend at bernie's ii	1993	1993	1993	[$7 million]	"""[$12,741,891]"""			
b4999	w14655			get on up 		2014	2014		[$30 million]	[$33.4 million]			
b8148	w24705	o11761		memories of me	memories of me	1988	7-Oct	1988	[$12 million]	"""[$3,965,604]"""			
b426	w27224	o11675		a nightmare on elm street 4: the dream master	a nightmare on elm street 4: the dream master	1988	1988	1988	[$13 million]	[$49.3 million]			
b6182	w18871			if looks could kill 		1991	1991		[$12 million]	"""[$7,788,597]"""			
b6100	w18623	o9992		i origins	i origins	2014	2014	2014	[$1 million]	"""[$475,591]"""			
b9197	w27984	o12761		on the waterfront	on the waterfront	1954	1954	1954	"""[$910,000]"""	[$9.6 million]			
b3965	w11440	o1351		eddie murphy raw	eddie murphy: raw	1987	1987	1987	[$8 million]	[$50.5 million]			
b6770	w20505	o16273		juwanna mann	juwanna mann	2002	2002	2002	"""[$15,600,000 (estimated)]"""	"""[$13,802,599]"""			
b1841	w4148			black christmas (2006 film)		2006	2006		[$9 million]	[$21.5 million]			
b8938	w27287			no country for old men 		2007	2007		[$25 million]	[$171.6 million]			
b16036	w40537	o9856		view from the top	view from the top	2003	2003	2003	[$30 million]	[$19.5 million]			
b11995	w38467	o17530		thx 1138	thx 1138	1971	1971	1971	"""[$777,777]"""	[$2.4 million]			
b11638	w36074	o20493		stay alive	stay alive	2006	24-Mar	2006	[$9 million]	[$27.1 million]			
b15547	w39307	o4022		trick 'r treat	trick 'r treat	0	2007	2007	[$12 million]	[$13.5 million]			
b10163	w31100	o2343		reality bites	reality bites	1994	1994	1994	[$11.5 million]	"""[$33,351,557]"""			
b10535	w32378			rounders 		1998	1998		[$12 million]	[$22.9 million]			
b6204	w18907	o11745		illegally yours	illegally yours	1988	1988	1988	[$13 million]	"""[$259,019]"""			
b3359	w9434	o14994		days of thunder	days of thunder	1990	1990	1990	[$60 million]	[$157.9 million]			
b14717	w36198	o4520		the sting	the sting	1973	1973	1973	[$5.5 million]	[$159.6 million]			
b1190	w2091			art school confidential 		2006	2006		[$5 million]	"""[$3,306,629]"""			
b7420	w22180			light in the piazza 		1962	1962		"""[$1,261,000]"""	[$2.2 million]			
b3322	w9275	o3347		darling companion	darling companion	2012	2012	2012	[$12 million]	"""[$793,815]"""			
b3865	w11107	o15852		driving miss daisy	driving miss daisy	1989	1989	1989	[$7.5 million]	[$145.8 million]			
b16265	w41226	o15966		weekend at bernie's	weekend at bernie's	1989	1989	1989	[$15 million]	"""[$30,218,387]"""			
b13108	w13518	o20539		the foot fist way	the foot fist way	2008	2006	2006	"""[$79,000]"""	"""[$245,292]"""			
b16784	w43133	o13688		zero effect	zero effect	1998	1998	1998	[$5 million]	[$2 million (US)]			
b9894	w30302			private benjamin (1980 film)		1980	1980		[$15 million]	"""[$69,847,348]"""			
b11803	w36556			striptease 		1996	1996		[$40 million]	"""[$113,309,743]"""			
b15425	w38923	o8474		top gun	top gun	1986	1986	1986	[$15 million]	[$356.8 million]			
b13713	w21597	o3231		the last starfighter	the last starfighter	1984	1984	1984	[$15 million]	"""[$28,733,290 (North America)]"""			
b2544	w6596			catfish 		2010	2010		"""[$30,000]"""	[$3.5 million]			
b11977	w37134	o11811		switching channels	switching channels	1988	1988	1988	[$19 million]	"""[$9,129,999]"""			
b1584	w3275			beethoven's 2nd 		1993	1993		[$15 million]	"""[$118,243,066]"""			
b4413	w12590			father of the bride (1991 film)		1991	1991		[$20 million]	[$89.3 million]			
b8835	w26903	o20722		new jersey drive	new jersey drive	1995	1995	1995	[$5 million]	"""[$3,565,508]"""			
b12916	w7640			the cobbler (2014 film)		2014	2014		[$10 million]	[$1.2 million]			
b1823	w4075			birdy 		1984	1984		[$12 million]	[$1.4 million]			
b12033	w37250			taking care of business 		1990	1990		[$14 million]	"""[$20,005,435]"""			
b1798	w3978	o15821		bill & ted's excellent adventure	bill & ted's excellent adventure	1989	1989	1989	[$10 million]	[$40.5 million]			
b3738	w10715	o13736		don't tell mom the babysitter's dead	don't tell mom the babysitter's dead	1991	7-Jun	1991	[$10 million]	"""[$25,196,249]"""			
b5223	w15450	o15016		goodfellas	goodfellas	1990	1990	1990	[$25 million]	[$46.8 million]			
b10766	w33080			scent of a woman (1992 film)		1992	1992		[$31 million]	[$134.1 million]			
b15925	w40203			up close and personal 		1996	1996		[$60 million]	"""[$100,688,705]"""			
b1532	w3147	o3303		beasts of the southern wild	beasts of the southern wild	2012	2012	2012	[$1.8 million]	[$21.9 million]			
b3130	w8528	o1335		creepshow 2	creepshow 2	1987	1987	1987	[$3.5 million]	[$14 million]			
b10485	w32185	o18376		roll bounce	roll bounce	2005	2005	2005	[$10 million]	"""[$17,500,866]"""			
b10501	w32248	o5174		romeo + juliet	romeo + juliet	1996	1996	1996	[$14.5 million]	[$147.5 million]			
b12148	w37653			tequila sunrise 		1988	1988		[$23 million (estimated)]	"""[$105,932,000]"""			
b9607	w29286			pet sematary 		1989	1989		[$11.5 million]	[$57.5 million]			
b15368	w38671			to be or not to be (1983 film)		1983	1983		[$9 million]	[$13 million]			
b8711	w26469	o20414		my super ex-girlfriend	my super ex-girlfriend	2006	2006	2006	[$30 million]	[$61 million]			
b2794	w7385	o6073		citizen kane	citizen kane	1941	1941	1941	"""[$839,727]"""	[$1.6 million]			
b9300	w28276			orca 		1977	1977		[$6 million]	"""[$14,717,854]"""			
b6568	w19940	o1381		jaws: the revenge	jaws: the revenge	1987	1987	1987	[$23 million]	[$51.9 million]			
b4088	w11669	o7483		encino man	encino man	1992	1992	1992	[$7 million]	[$40.7 million]			
b13716	w21606			the last temptation of christ 		1988	1988		[$7 million]	[$8.9 million]			
b9558	w29085			pecker 		1998	1998		[$6 million]	[$2.3 million]			
b5611	w16790			heaven can wait (1943 film)		1943	1943		"""[$1,115,000]"""	[$2.5 million]			
b13789	w22373			the little drummer girl 		1984	1984		[$20 million]	"""[$7,828,841]"""			
b11392	w35324	o10701		songcatcher	songcatcher	2001	2000	2000	"""[$1,800,000 (estimated)]"""	"""[$3,050,934]"""			
b12778	w8431			the craft 		1996	1996		[$15 million]	[$55.7 million]			
b13545	w19414	o10136		the interview	the interview	2014	2014	2014	[$44 million]	[$11.3 million]			
b13685	w21504			the last house on the left (2009 film)		2009	2009		[$15 million]	[$45.2 million]			
b4681	w13621	o15156		forbidden planet	forbidden planet	1956	1956	1956	"""[$1,968,000]"""	"""[$2,765,000]"""			
b7318	w21906	o1391		leonard part 6	leonard part 6	1987	1987	1987	[$24 million]	[$4.6 million]			
b6058	w18498	o20025		i am sam	i am sam	2001	2001	2001	[$22 million]	"""[$97,818,139]"""			
b12559	w5084	o8458		the boy who could fly	the boy who could fly	1986	1986	1986	[$9 million]	[$7.2 million]			
b14059	w26701			the natural 		1984	1984		[$28 million]	"""[$47,951,979]"""			
b13921	w24027	o21432		the man with one red shoe	the man with one red shoe	1985	1985	1985	[$16 million]	"""[$8,645,411]"""			
b12545	w4973	o5284		the boss baby	the boss baby	2017	2017	2017	[$125 million]	[$304.5 million]			
b13371	w16720	o20552		the heart specialist	the heart specialist	2011	2006	2006	[$3 million]	[$1.1 million]			
b4537	w13063			firewall 		2006	2006		[$50 million]	[$82.8 million]			
b10026	w30757	o10682		quills	quills	2000	2000	2000	[$13.5 million]	[$18 million]			
b5785	w17494	o11034		"""history of the world, part i"""	history of the world: part i	1981	1981	1981	[$10 million]	[$31.7 million]			
b14674	w35144	o18966		the soloist	the soloist	2009	24-Apr-09	2009	[$60 million]	[$38.3 million]			
b2906	w7662			cocoon 		1985	1985		[$17.5 million]	[$85.3 million]			
b15153	w42824			the yearling 		1946	1946		"""[$3,883,000]"""	"""[$7,599,000]"""			
b13071	w12987			the finest hours (2016 film)		2016	2016		[$80 million]	[$52.1 million]			
b1662	w3520	o15817		"""bert rigby, you're a fool"""	"""bert rigby, you're a fool"""	1989	24-Feb	1989	[$7 million]	"""[$75,868]"""			
b11118	w34330	o22416		silkwood	silkwood	1983	1983	1983	[$10 million]	"""[$35,615,609]"""			
b3211	w8873			cyborg 		1989	1989		"""[$500,000]"""	[$9.5â10.2 million]			
b7839	w23630	o10036		magic in the moonlight	magic in the moonlight	2014	2014	2014	[$16.8 million]	[$51 million]			
b14092	w27118			the night of the iguana 		1964	1964		[$3 million]	"""[$12,000,000]"""			
b3050	w8151	o8710		cool hand luke	cool hand luke	1967	1967	1967	[$3.2 million]	"""[$16,217,773]"""			
b2975	w7889	o11707		coming to america	coming to america	1988	1988	1988	[$39 million]	"""[$288,752,301]"""			
b11255	w34849	o13621		small soldiers	small soldiers	1998	1998	1998	[$40 million]	[$71.1 million]			
b13491	w18835			the ides of march 		2011	2011		[$12.5 million]	[$76 million]			
b12448	w3539			the best little whorehouse in texas 		1982	1982		[$20.5 million]	[$69.7 million]			
b13905	w23999			the man who loved women (1983 film)		1983	1983		[$19 million]	"""[$10,964,231]"""			
b8977	w27399	o3873		nobel son	nobel son	2008	2007	2007	[$4 million]	"""[$545,582]"""			
b12210	w37846	o5193		that thing you do!	that thing you do!	1996	1996	1996	[$26 million]	[$34 million]			
b10273	w31449	o16703		repo! the genetic opera	repo! the genetic opera	2008	2008	2008	[$8.5 million]	"""[$188,126]"""			
b11993	w37180	o13626		t-rex: back to the cretaceous	t-rex: back to the cretaceous	1998	1998	1998	[$14.5 million]	[$104 million]			
b521	w38595			a time to kill (1996 film)		1996	1996		[$40 million]	[$152 million]			
b12219	w5786	o15939		the 'burbs	the 'burbs	1989	1989	1989	[$18 million]	"""[$49,101,993]"""			
b4862	w14184	o1070		fruitvale station	fruitvale station	2013	2013	2013	"""[$900,000]"""	[$17.4 million]			
b16090	w40696	o6994		von ryan's express	von ryan's express	1965	23-Jun	1965	[$5.76 million]	"""[$17,111,111]"""			
b6666	w20186	o15890		johnny handsome	johnny handsome	1989	1989	1989	[$20 million]	"""[$7,237,794]"""			
b1636	w3426			belly 		1998	1998		[$3 million]	"""[$9,639,390]"""			
b4506	w12960	o10626		finding forrester	finding forrester	2000	2000	2000	[$43 million]	"""[$80,049,764]"""			
b13457	w18333			the human comedy 		1943	1943		[$1.0 million]	[$3.9 million]			
b11787	w36514	o3218		streets of fire	streets of fire	1984	1984	1984	[]	[$8.1 million]			
b13238	w15359			the good earth 		1937	1937		"""[$2,816,000]"""	"""[$3,557,000]"""			
b15463	w39014	o16846		touching home	touching home	2010	2008	2008	[$2 million]	"""[$116,353]"""			
b15075	w42118	o10544		the wind and the lion	the wind and the lion	1975	1975	1975	[$4.5 million]	[$9.2 million (US/Canada)]			
b1808	w4011			billy lynn's long halftime walk 		2016	2016		[$40 million]	[$30.9 million]			
b1014	w1604			and god created woman (1988 film)		1988	1988		[$5 million]	"""[$1,717,376]"""			
b13450	w18185	o22440		the house on sorority row	the house on sorority row	1983	1983	1983	"""[$425,000]"""	[$10.6 million]			
b16505	w42043			wild things 		1998	1998		[$20 million]	"""[$55,9 million]"""			
b8295	w25290	o21372		mishima: a life in four chapters	mishima: a life in four chapters	1985	1985	1985	[$5 million]	"""[$502,758]"""			
b6940	w20878	o3814		king of california	king of california	2007	2007	2007	[$10 million]	[$1.03 million]			
b7815	w23569			made in heaven (1987 film)		1987	1987		[$9 million]	"""[$4,573,000]"""			
b3575	w10184	o12708		dial m for murder	dial m for murder	1954	1954	1954	[$1.4 million]	[$6 million]			
b16461	w41836	o4052		who's your caddy?	who's your caddy?	2007	27-Jul	2007	[$7 million]	"""[$5,713,425]"""			
b12004	w37188	o22431		table for five	table for five	1983	18-Feb	1983	[$8 million]	"""[$2,439,705]"""			
b3763	w10819			double indemnity 		1944	1944		"""[$980,000]"""	[$5 million]			
b5823	w17701	o20339		hollywoodland	hollywoodland	2006	2006	2006	[$28 million]	[$16.8 million]			
b9289	w28245	o20728		operation dumbo drop	operation dumbo drop	1995	1995	1995	[$24 million]	"""[$24,670,346]"""			
b2452	w6292	o4873		captain from castile	captain from castile	1947	25-Dec	1947	[$4.5 million]	"""[$3,650,000 (US rentals)]"""			
b7569	w22798	o19094		look who's talking now	look who's talking now	1993	1993	1993	[$22 million]	"""[$10,340,263]"""			
b4460	w12773			fiddler on the roof 		1971	1971		[$9 million]	[$83.3 million]			
b4260	w12092			explorers 		1985	1985		[$20â25 million]	[$9.9 million]			
b6315	w19207	o19080		indecent proposal	indecent proposal	1993	1993	1993	[$38 million]	[$266.6 million]			
b16240	w41132			we need to talk about kevin 		2011	2011		[$7 million]	[$10.8 million]			
b13846	w22854	o11500		the lords of flatbush	the lords of flatbush	1974	1974	1974	"""[$160,000 (estimated)]"""	[$4 million (rentals) (US/Canada)]			
b269	w7180			a chorus line 		1985	1985		[$25 million]	[$14.2 million]			
b9305	w28298	o6473		orgazmo	orgazmo	1998	1997	1997	[$1 million]	"""[$602,302]"""			
b5657	w16949	o3400		hello herman	hello herman	2013	2012	2012	[$2 million]	"""[$8,437]"""			
b10415	w31954	o8439		river's edge	river's edge	1987	1986	1986	[$1.7 million]	[$4.6 million]			
b11377	w35253			son of god 		2014	2014		[$22 million]	[$67.8 million]			
b11588	w35982	o5188		star trek: first contact	star trek: first contact	1996	1996	1996	[$45 million]	[$146 million]			
b2563	w6672			celeste and jesse forever		2012	2012		"""[$840,000]"""	"""[$3,094,813]"""			
b13709	w21590	o22166		the last shot	the last shot	2004	2004	2004	[$8 million]	"""[$464,000]"""			
b2376	w6012			cafeÌ society 		2016	2016		[$30 million]	[$43.8 million]			
b2454	w6333			captive (2015 film)		2015	2015		[$2 million]	[$2.8 million]			
b6706	w20321			judgment night 		1993	1993		[$21 million]	"""[$12,136,938]"""			
b3803	w10519	o20653		dr. jekyll and ms. hyde	dr. jekyll and ms. hyde	1995	1995	1995	[$8 million]	"""[$3,039,634 (USA and UK)]"""			
b9839	w30077	o15056		predator 2	predator 2	1990	1990	1990	[$35 million]	[$57.1 million]			
b1419	w2739			balto 		1995	1995		[$31 million]	[$11.3 million]			
b9200	w28004	o13795		once around	once around	1991	18-Jan	1991	[$16 million]	"""[$14,851,083]"""			
b11756	w36391	o22425		strange invaders	strange invaders	1983	1983	1983	[$5.5 million]	"""[$1,362,303]"""			
b7932	w24083	o10038		manglehorn	manglehorn	2015	2014	2014	[$4 million]	"""[$132,075]"""			
b3857	w11089	o1050		drinking buddies	drinking buddies	2013	2013	2013	[$1 million]	"""[$343,341]"""			
b5408	w16175			halloween (2007 film)		2007	2007		[$15 million]	[$80.2 million]			
b10030	w30768			quiz show 		1994	1994		[$31 million]	[$24.8 million]			
b8081	w24549	o7372		mclintock!	mclintock!	1963	1963	1963	[$4 million]	"""[$14,500,000]"""			
b10525	w32338			rosemary's baby 		1968	1968		[$3.2 million]	[$33.4 million]			
b3161	w8652			cross my heart (1987 film)		1987	1987		[$7 million]	"""[$1,025,762]"""			
b13236	w15357	o9028		the good dinosaur	the good dinosaur	2015	2015	2015	[$175-200 million]	[$332.2 million]			
b11576	w35945	o22422		star 80	star 80	1983	10-Nov	1983	[$12 million]	"""[$6,472,990]"""			
b8548	w26021	o430		mrs. parkington	mrs. parkington	1944	1944	1944	"""[$1,574,000]"""	"""[$5,631,000]"""			
b7321	w21913	o2315		leprechaun 2	leprechaun 2	1994	1994	1994	[$2 million]	[$2.2 million]			
b15271	w38253	o15956		three fugitives	three fugitives	1989	1989	1989	[$15 million]	"""[$40,586,886]"""			
b5951	w18204	o20686		houseguest	houseguest	1995	6-Jan	1995	[$10.5 million]	"""[$26,325,256]"""			
b7933	w24093			manhattan 		1979	1979		[$9 million]	"""[$39,946,780]"""			
b468	w33003			a scanner darkly 		2006	2006		[$8.7 million]	[$7.7 million]			
b9793	w29894	o5439		popstar: never stop never stopping	popstar: never stop never stopping	2016	2016	2016	[$20 million]	[$9.5 million]			
b8513	w25952	o20715		mr. holland's opus	mr. holland's opus	1995	1995	1995	[$31 million]	"""[$106,269,971]"""			
b13340	w16222			the hand that rocks the cradle 		1992	1992		[$11.7 million]	[$88 million]			
b10099	w30942	o645		"""rally round the flag, boys!"""	"""rally 'round the flag, boys!"""	1958	1958	1958	"""[$1,870,000]"""	[$3.4 million (est. US/ Canada rentals)]			
b8343	w25426	o7526		mo' money	mo' money	1992	1992	1992	[$15 million]	"""[$40,227,006]"""			
b6301	w19153	o3806		in the valley of elah	in the valley of elah	2007	2007	2007	[$23 million]	[$29.5 million]			
b2119	w5127			boys town 		1938	1938		"""[$772,000]"""	"""[$4,058,000]"""			
b15197	w37976	o11836		they live	they live	1988	1988	1988	[$3 million]	[$13 million]			
b11967	w37100			swing shift 		1984	1984		[$11 million]	"""[$6,650,206]"""			
b7295	w21808	o8408		legal eagles	legal eagles	1986	1986	1986	[$40 million]	"""[$93,151,591]"""			
b15163	w43027	o5504		the young messiah	the young messiah	2016	2016	2016	[$18.5 million]	[$7.3 million]			
b7493	w22459	o11755		little nikita	little nikita	1988	18-Mar	1988	[$15 million]	[$1.7 million (North America)]			
b8644	w26312	o21555		my darling clementine	my darling clementine	1946	1946	1946	[$2 million]	"""[$2,750,000 (US rentals)]"""			
b9975	w30575	o13808		pure luck	pure luck	1991	1991	1991	[$17 million]	[$24.9 million]			
b13246	w15391			the good mother (1988 film)		1988	1988		[$14 million]	"""[$4,764,606]"""			
b13670	w21461	o13647		the last days of disco	the last days of disco	1998	1998	1998	[$8 million]	[$3 million]			
b5972	w18243	o16592		how to be a serial killer	how to be a serial killer	2009	2008	2008	[$2 million]	[$899]			
b12760	w8142	o22152		the cookout	the cookout	2004	2004	2004	[$16 million]	"""[$12,009,070]"""			
b10571	w32480			runaway train 		1985	1985		[$9 million]	[$7.7 million (US)]			
b15688	w39737			two much		1996	1995		[$24 million]	"""[$1,141,556]"""			
b7954	w24162	o10040		maps to the stars	maps to the stars	2015	2014	2014	[$13 million]	[$4 million]			
b2015	w4719			body parts 		1991	1991		"""[$10,000,000]"""	"""[$9,188,150]"""			
b13079	w13116			the first time (2012 film)		2012	2012		[$2 million]	"""[$92,654]"""			
b14510	w32331			the rose 		1979	1979		[$9.3 million]	[$29.2 million]			
b7657	w23115			love jones 		1997	1997		[]	"""[$12,782,749 (Worldwide)]"""			
b11343	w35165	o21757		some kind of hero	some kind of hero	1982	1982	1982	[$8 million]	"""[$23,671,186]"""			
b1242	w2221	o10457		at long last love	at long last love	1975	1975	1975	[$5.14 million]	[$2.5 million]			
b9563	w29110	o8429		peggy sue got married	peggy sue got married	1986	1986	1986	[$18 million]	"""[$41,382,841]"""			
b3754	w10782	o22006		dorian blues	dorian blues	2005	2004	2004	"""[$185,000]"""	"""[$72,234]"""			
b4117	w11731	o18252		enron: the smartest guys in the room	enron: the smartest guys in the room	2005	2005	2005	"""[$700,000]"""	[$4.9 million]			
b10871	w33565			serendipity 		2001	2001		[$28 million]	"""[$77,516,304]"""			
b13563	w19564	o15257		the iron petticoat	the iron petticoat	1957	1956	1956	"""[$509,000]"""	"""[$1,385,000]"""			
b12768	w8251	o11816		the couch trip	the couch trip	1988	1988	1988	[$19 million]	"""[$11,005,304]"""			
b12774	w8354			the covenant 		2006	2006		[$20 million]	[$37.6 million]			
b6262	w19064	o1111		in secret	in secret	2014	2013	2013	[$2 million]	"""[$444,179]"""			
b14481	w31949	o2381		the river wild	the river wild	1994	1994	1994	[$45 million]	[$94.2 million]			
b9100	w27684	o10060		obvious child	obvious child	2014	2014	2014	[$1 million]	[$3.3 million]			
b2062	w4866	o6378		booty call	booty call	1997	26-Feb	1997	"""[$7,000,000]"""	"""[$20,050,376]"""			
b9913	w30398			project x (1987 film)		1987	1987		[$18 million]	"""[$21,589,395]"""			
b16482	w41947			wild (2014 film)		2014	2014		[$15 million]	[$52.5 million]			
b13002	w12071	o10120		the expendables 3	the expendables 3	2014	2014	2014	[$90 million]	[$214.6 million]			
b4449	w12743	o7486		ferngully: the last rainforest	ferngully: the last rainforest	1992	1992	1992	[$24 million]	[$32.7 million]			
b1986	w4626			blue like jazz 		2012	2012		[$1.2 million]	"""[$595,018]"""			
b6439	w19575			ironweed 		1987	1987		[$27 million]	"""[$7,393,346]"""			
b9904	w30351	o13807		problem child 2	problem child 2	1991	1991	1991	[$11â15 million]	[$32.7 million]			
b5112	w15101	o2538		gnomeo & juliet	gnomeo & juliet	2011	2011	2011	[$36 million]	[$194 million]			
b15993	w40423	o6534		vegas vacation	vegas vacation	1997	1997	1997	[$25 million]	"""[$36,400,360 (USA)]"""			
b13160	w14432	o1461		the garbage pail kids movie	the garbage pail kids movie	1987	1987	1987	[$1 million]	[$1.6 million]			
b10092	w30937	o7548		raising cain	raising cain	1992	1992	1992	[$12 million]	"""[$37,170,057]"""			
b1494	w2996	o19035		batman: mask of the phantasm	batman: mask of the phantasm	1993	1993	1993	[$6 million]	[$5.6 million]			
b1138	w1918			april fool's day (1986 film)		1986	1986		"""[$5,000,000 (estimated)]"""	"""[$12,947,763]"""			
b9749	w29768			poison 		1991	1991		"""[$250,000]"""	"""[$787,280]"""			
b10635	w32622	o3492		safety not guaranteed	safety not guaranteed	2012	2012	2012	"""[$750,000]"""	[$4.4 million]			
b7126	w21174			labyrinth 		1986	1986		[$25 million]	[$12.9 million]			
b13886	w23669	o6633		the magnificent seven	the magnificent seven	1960	1960	1960	[$2 million]	"""[$2,250,000]"""			
b14753	w36745			the sun also rises (1957 film)		1957	1957		[$3.5 million]	"""[$3,815,000  (US rentals)]"""			
b1271	w2338			austenland 		2013	2013		[]	"""[$2,140,812]"""			
b10643	w32661	o18837		saint john of las vegas	saint john of las vegas	2010	2009	2009	[$2 million]	"""[$102,647]"""			
b3419	w9691			death sentence (2007 film)		2007	2007		[$20 million]	[$17 million]			
b15546	w39308			trick 		1999	1999		"""[$450,000]"""	"""[$2,087,228]"""			
b12826	w9270			the darkness 		2016	2016		[$4 million]	[$10.9 million]			
b6680	w20233	o19085		josh and s.a.m.	josh and s.a.m.	1993	24-Nov	1993	[$18 million]	"""[$1,640,220]"""			
b14538	w32785	o19143		the sandlot	the sandlot	1993	1993	1993	[$7 million]	"""[$33,832,313]"""			
b4301	w12241			factory girl 		2006	2006		[$7 million]	"""[$3,572,632]"""			
b16637	w42708	o20611		wristcutters: a love story	wristcutters: a love story	2007	2006	2006	[$1 million]	"""[$454,026]"""			
b5677	w17020	o15877		her alibi	her alibi	1989	1989	1989	[$15 million]	"""[$18,699,037]"""			
b6465	w19668	o4910		it happened in brooklyn	it happened in brooklyn	1947	1947	1947	"""[$1,819,000]"""	"""[$2,664,000]"""			
b2957	w7847	o14986		come see the paradise	come see the paradise	1990	1990	1990	[$15 million]	"""[$947,306]"""			
b13279	w15652			the great escape 		1963	1963		[$3.8 million]	"""[$11,744,471]"""			
b8051	w24478			maverick 		1994	1994		[$75 million]	[$183 million]			
b5697	w17141	o3402		here comes the boom	here comes the boom	2012	2012	2012	[$42 million]	[$73.1 million]			
b3012	w8032			congo 		1995	1995		[$50 million]	[$152 million]			
b13251	w15409			the good son 		1993	1993		[$17 million]	[$60.6 million]			
b15303	w38446	o11523		thunderbolt and lightfoot	thunderbolt and lightfoot	1974	1974	1974	[$4 million]	"""[$25,000,000]"""			
b15679	w39693	o15098		two evil eyes	two evil eyes	1991	25-Jan-90	1990	[$9 million]	"""[$349,618]"""			
b14499	w32150	o10540		the rocky horror picture show	the rocky horror picture show	1975	1975	1975	[$1.4 million]	[$140.2 million]			
b837	w1208	o14963		almost an angel	almost an angel	1990	19-Dec	1990	[$25 million]	"""[$6,939,946 (USA)]"""			
b5197	w15344	o6420		good burger	good burger	1997	1997	1997	[$8.5 million]	[$23.7 million]			
b12843	w9538			the dead zone 		1983	1983		[$10 million]	[$20.8 million]			
b1477	w2935	o13699		barton fink	barton fink	1991	1991	1991	[$9 million]	[$6.2 million]			
b1081	w1780	o2442		another earth	another earth	2011	2011	2011	"""[$100,000]"""	[$1.8 million]			
b11912	w36936	o22141		surviving christmas	surviving christmas	2004	2004	2004	[$45 million]	[$15.1 million]			
b12567	w5111	o12924		the boys in the band	the boys in the band	1970	1970	1970	[$5.5 million]	[$3.5 million (US/Canada rentals)]			
b2976	w7890			command decision 		1948	1948		"""[$2,467,000]"""	"""[$3,685,000]"""			
b8363	w25496	o7053		moment by moment	moment by moment	1978	1978	1978	[$8 million]	"""[$10,963,824]"""			
b14745	w36703	o11511		the sugarland express	the sugarland express	1974	1974	1974	[$3 million]	[$12.8 million]			
b12652	w6643			the cave 		2005	2005		[$30 million]	"""[$33,296,457]"""			
b15078	w42162	o12059		the wings of eagles	the wings of eagles	1957	22-Feb	1957	"""[$2,644,000]"""	"""[$3,650,00]"""			
b11290	w34965			snitch 		2013	2013		[$15 million]	[$57.8 million]			
b4128	w11751	o3736		epic movie	epic movie	2007	2007	2007	[$20 million]	[$86.9 million]			
b12634	w6243	o11063		the cannonball run	the cannonball run	1981	1981	1981	[$16â18 million]	"""[$72,179,579]"""			
b15245	w38156	o5034		this time for keeps	this time for keeps	1947	1947	1947	"""[$2,648,000]"""	"""[$4,406,000]"""			
b13257	w15469	o21426		the goonies	the goonies	1985	1985	1985	[$19 million]	[$61.5 million]			
